detail,title
,
"<p>北京时间6月8凌晨，Google CEO桑达尔·皮查伊（Sundar Pichai）宣布了他们使用人工智能的七项原则，以及四条底线。</p>,<p>这是3月Google被披露与军方合作，引起大量员工抗议，受到各路抨击后，劈柴叔首次正式回应。这些原则依然符合Google一路以来的价值观，也提到了不会将人工智能技术用于开发和制造武器，但并没有说将会停止与军方的合作。</p>,<p><strong>这七项基本的原则是：</strong></p>,<p>1.对社会有益。</p>,<p>2.避免制造或者加深不公平的偏见。</p>,<p>3.在开发中进行测试以确保安全。</p>,<p>4.对人类负责。</p>,<p>5.隐私原则。</p>,<p>6.坚守对卓越科学的追求。</p>,<p>7.在使用中考虑首要用途、技术的独特性及适用性、使用的规模这三个因素。</p>,<p><strong>四条底线是：</strong></p>,<p>1.对于那些将产生或者导致伤害的整体性技术，我们会确保其利大于弊，并将做好确保安全的相关限制。</p>,<p>2.不会将AI用于制造武器及其它将会对人类产生伤害的产品。</p>,<p>3.不会将AI用于收集或使用用户信息，以进行违反国际公认规范的监视。</p>,<p>4.不会将AI用于违反国际法和人权的技术开发。</p>,<p><img src=""//img.ithome.com/images/v2/t.png"" w=""600"" h=""381"" class=""lazy"" title=""谷歌公布AI七项原则，表示不会制造武器，但是…"" data-original=""https://img.ithome.com/newsuploadfiles/2018/6/20180608140518_1220.jpg"" width=""600"" height=""381""></p>,<p>▲Google CEO桑达尔·皮查伊</p>,<p>劈柴叔还说道：</p>,<p>我们想要澄清的是，我们没有将人工智能技术用于开发武器，我们将继续与政府和军方早其他领域保持合作，比如在网络安全、军事训练、军队招聘、退役军人康复、搜寻救援等方面。</p>,<p>Google这次的回应，算是给这项三个多月来备受争议的话题来了一个终结。</p>,<p>今年3月，Google被披露与美国国防部在一个被称为「Project Maven」的军事项目上合作，Google为其提供利用人工智能技术分析由无人机拍摄的影像，以提高军事无人机的精准打击度。</p>,<p>随后有超过3000名Google员工联名给Google CEO桑达尔·皮查伊写了一封公开信，要求Google退出这个项目。公开信里写道：</p>,<p>我们相信Google不会参与战争有关的生意。</p>,<p>我们要求取消Project Maven项目。并且要求Google起草、公开以及执行一个清晰的道德政策，那就是无论Google本身还是Google的合作商，都不会发展战争技术。</p>,<p>4月份，超过400名科学家再次联名上书。到了5月份，已经有十多名Google员工由于「Project Maven」与他们的价值观相悖，提出了离职。</p>,<p><img src=""//img.ithome.com/images/v2/t.png"" w=""600"" h=""314"" class=""lazy"" title=""谷歌公布AI七项原则，表示不会制造武器，但是…"" data-original=""https://img.ithome.com/newsuploadfiles/2018/6/20180608140519_8150.jpg"" width=""600"" height=""314""></p>,<p>虽然Google与五角大楼都出来澄清，这次合作只会被限制用于“非进攻性目的”（non-offensive uses only），但这并不能说服他们。毕竟战争充满谎言，他们担心这种技术一旦被军方获取，除了会用来搜救、侦查，也有可能用来发射武器。</p>,<p>6月1日，Google云的负责人戴安·格林（Diane Greene）在一次例会中向员工表示，Google与美国官方签订的Project Maven合同将在明年到期，届时Google将不再续约。</p>,<p>Google与军方的合作，可以说是双向需求。</p>,<p>一方面，美国五角大楼对硅谷在人工智能方面的创新人才一直虎视眈眈。Google的TensorFlow，从2016年开始，就在GitHub上成为了广受欢迎的机器学习开源项目。DeepMind近些年在AlphaGo等项目上的研究，也一直在人工智能领域中保持领先。</p>,<p>Alphabet董事会成员埃里克·施密特曾经说过，</p>,<p>美国军方对顶尖人工智能技术有着强烈的需求，而研究这些技术最厉害的人，很大一部分在Google。</p>,<p>对了埃里克·施密特，还曾经担任美国国防创新委员会主管，帮助五角大楼与硅谷的高科技公司合作，他在科技界跟美国政坛都混得很开。</p>,<p><img src=""//img.ithome.com/images/v2/t.png"" w=""600"" h=""375"" class=""lazy"" title=""谷歌公布AI七项原则，表示不会制造武器，但是…"" data-original=""https://img.ithome.com/newsuploadfiles/2018/6/20180608140519_7649.jpg"" width=""600"" height=""375""></p>,<p>另一方面，一直依靠广告作为收入的Google，持续高涨的流量获取成本让公司的财报越来越尴尬，而云计算、硬件这些业务虽然进展喜人，但依然不能在短期内成为支撑营收的大头。</p>,<p>因此，这份来自五角大楼的大订单，有媒体披露金额为数十亿美金，同时还有微软、亚马逊等巨头参与竞争，这么大一块肥肉，怎么可以轻易放手。不过去年9月，Google的高层在面对这笔跟军方的大交易时，也有讨论过是否应该披露。</p>,<p>业界对于人工智能被用于制造武器的担忧一直存在。去年8月，特斯拉CEO埃隆·马斯克与 Google旗下DeepMind联合创始人穆斯塔法·苏莱曼（Mustafa Suleyman），以及26个国家的一百多名人工智能领域专家共同向联合国发表了一封联名信，希望能禁止有关杀人机器人的研究和使用。</p>,<p>而这次Google公布人工智能的使用原则后，DeepMind的穆斯塔法依然是在社交网络Twitter上呼吁各国政府关注科技的发展，关注全自动武器的制造和使用，着手制定相关的国家法规。</p>,<p>杰夫·迪恩（Jeff Dean）作为Google AI的负责人，在 Twitter 上转发了这几项原则表示欢迎，还向公众分享了他们践行这些原则的技术实践指导。</p>",谷歌公布AI七项原则，表示不会制造武器，但是…
"<p>今天<a href=""https://www.ithome.com/html/android/363908.htm"" target=""_blank"">黑莓在北京发布了2018年的旗舰手机黑莓KEY2</a>。黑莓并未透露太多关于上一代KEY one的销量。但黑莓表示KEY one在中国首发后，京东预约不到一周时间，预约量超过了14万。因此，黑莓认为KEY2会在中国市场有更好的市场表现。</p>,<p><img src=""//img.ithome.com/images/v2/t.png"" w=""550"" h=""367"" class=""lazy"" title=""黑莓：未来几年要占据全球3%-5%高端手机市场份额"" data-original=""https://img.ithome.com/newsuploadfiles/2018/6/20180608142509_4436.jpg"" width=""550"" height=""367""></p>,<p><strong>黑莓KEY2京东自营预售：</strong><a class=""bl"" href=""https://union-click.jd.com/jdc?e=&amp;p=AyIHZRtZFgMXBVUcUhMyFAJXHVkcAyJDCkMFSjJLQhBaGR4cDF8QTwcKWUcYB0UHCwQXBVMZUhQdS0IJRmteAW9mDmIGTGFVBFJ5JlVibGBQYQBTDh5pVhpbHB4TAEkaUgQCEQxUHVAQCiIEVxxZEgQXBlUrWBcFEAFRHlgSMiIHVCsZe1lHaVMbDx0FFAFWTAlGUho3VRhcEQAXD1QTUyUCFgRcHlkUCxUPVh1cJQUiWxdJGlcyIjdlK2sVMhE=&amp;t=W1dCFFlQCxxKQgFHRE5XDVULR0UTBxABVxJaCltXWwg="" target=""_blank"" data-wapurl=""https://union-click.jd.com/jdc?e=&amp;p=AyIHZRtZFgMXBVUcUhMyFAJXHVkcAyJDCkMFSjJLQhBaGR4cDF8QTwcKXg1cAAQJS14MRhZFDlFQVxlTHlkTABsGSkIeSV8ifg1vJkJ0SV41AQdCUW4GAGMkV3VJQVkXNRYDEg5JGlwJAxsWVRhQFAQZAl0rWRQCFw5VGlMcMhEFUhldEQcRAGUrWxQyUGkOTjUTAkYPUh1dFlVAVAUTaxUBFQNXGl0SBBM3VR9YHAcQBlwcUxcBGjdSKwdXUFNFZStrJTIiB2UY&amp;t=W1dCFFlQCxxKQgFHREkdSVJKSQVJHFNEC04fR0cMAVAZXRcLExgMXgdI"" data-iosurl=""https://union-click.jd.com/jdc?e=&amp;p=AyIBZRtZFgMXBVUcUhMyFAJXHVkcAyJDCkMFSjJLQhBaGR4cDF8QTwcKXg1cAAQJS14MRhZFDlFQVxlTHlkTABsGSkIeSV8iZihiE1UYdgcwQgtKRkVRJUAhFUMXZ1kXNRYDEg5JGlwJAxsWVRhQFAQZAl0rXhQKGgJSG1wWMhEFUhldEQcRAGUrWxAyUGkOTjUTAkYPUh1dFlVAVAUTaxUBFQNXH1sUCho3VR9YHAcQBlwcUxcFEDdSKwdXUFNFZStrJTIiBmUb&amp;t=W1dCFFlQCxxKQgFHREkdSVJKSQVJHFNEC04fR0cMAVAZXRcLExgMXgdI"" data-androidurl=""https://union-click.jd.com/jdc?e=&amp;p=AyIBZRtZFgMXBVUcUhMyFAJXHVkcAyJDCkMFSjJLQhBaGR4cDF8QTwcKXg1cAAQJS14MRhZFDlFQVxlTHlkTABsGSkIeSV8iHR5jJFBySUM3HgtifElAAE8nTwFVUVkXNRYDEg5JGlwJAxsWVRhQFAQZAl0rXhQLGg5QGloRMhEFUhldEQcRAGUrWxAyUGkOTjUTAkYPUh1dFlVAVAUTaxUBFQNXHlMVAhY3VR9YHAcQBlwcUxcEFDdSKwdXUFNFZStrJTIiBmUb&amp;t=W1dCFFlQCxxKQgFHREkdSVJKSQVJHFNEC04fR0cMAVAZXRcLExgMXgdI"" data-uwpurl=""https://union-click.jd.com/jdc?e=&amp;p=AyIBZRtZFgMXBVUcUhMyFAJXHVkcAyJDCkMFSjJLQhBaGR4cDF8QTwcKXg1cAAQJS14MRhZFDlFQVxlTHlkTABsGSkIeSV8iQSFfOxF7GwY1QSFtXBpDER4bVEYMd1kXNRYDEg5JGlwJAxsWVRhQFAQZAl0rXhQLGg5QGloRMhEFUhldEQcRAGUrWxAyUGkOTjUTAkYPUh1dFlVAVAUTaxUBFQNXGl4TBBY3VR9YHAcQBlwcUxADFDdSKwdXUFNFZStrJTIiBmUb&amp;t=W1dCFFlQCxxKQgFHREkdSVJKSQVJHFNEC04fR0cMAVAZXRcLExgMXgdI"" data-jdid=""7437380"">点此购买</a></p>,<p>在运营策略上，黑莓表示要主攻中高端市场，未来今年内让黑莓在全球占据至少3%-5%的高端手机市场份额。</p>,<p><strong>坚持全键盘同时考虑全面屏</strong></p>,<p>众所周知，全键盘是黑莓手机最大的标签也是最为差异化的一点。对于这一点，黑莓表示这是需要坚守和继续传承的，尤其在今天千机一面的时代，保持了自己独特的设计。</p>,<p>黑莓表示，相比全面屏手机键盘不仅能给予用户舒适的敲击感，而且等你熟悉键盘设计后，还可以进行盲打，最大限度的提升操作效率。同时，键盘上的26个字母键，可通过“长按”、“短按”两种方式共设置52个快捷方式，以便即时显示您最常使用的联系人和应用，例如按“B”打开浏览器。每个按键短按和长按可以分别设置一个快捷方式。</p>,<p>黑莓首席设计官Hagen fendler表示：“黑莓坚持自己的特色，并不意味着固步自封，我们也在发展中不断融入时代新科技。”</p>,<p>比如此次KEY2对于不太习惯使用实体按键的用户，还适配了讯飞语音输入法。</p>,<p>但全面屏是趋势，因此，印传学表示黑莓也会考虑全面屏的设计，未来会有两条产品线一个是黑莓全键盘系列，一个是全面屏系列。</p>,<p><strong>高端市场份额目标：3%-5%</strong></p>,<p>黑莓表示将主攻中高端市场，在未来几年内让黑莓在全球占据至少3%-5%的高端手机市场份额。</p>,<p>黑莓并未透露太多关于上一代KEY one的销量。但中国区黑莓业务总监印传学表示，KEY one在中国首发后，京东预约不到一周时间，预约量超过了14万。</p>,<p>“安全与高效是黑莓的基因也是特点，是高端商务人士所需要的，是黑莓手机与其他手机品牌最大的不同之处。”Hagen Fendler表示。</p>,<p>据了解，今年4月份黑莓手机还在上海开了首家黑莓星级店。星级店的首要任务不仅是销售，而更多地承接了黑莓品牌形象展示与升级用户体验的作用。</p>,<p>印传学表示，今年黑莓将在全国各大城市广建星级店。在一二线城市几乎每家城市都会开一家星级店，第一批大概有8家左右。</p>,<p>因此，黑莓在今年采取的是线上线下双渠道：线上京东渠道，线下星级店。</p>",黑莓：未来几年要占据全球3%-5%高端手机市场份额
"<p>黑莓在去年发布了带有物理全键盘的智能手机KEYone，这是一部足够让用户又爱又恨的产品，若你喜欢全键盘畅快淋漓的输入感受，那么在KEYone身上你足够找到曾经的喜悦；但在另一个层面，KEYone略微过时的配置在Android平台只算勉强够用，在它所处的4000元价位段，用户无疑期待它能提供更好的硬件基础。</p>,<p>今天，<a href=""https://www.ithome.com/html/android/363908.htm"" target=""_blank"">TCL正式带来了黑莓KEY2</a>，作为KEYone的续作，它同样带有黑莓标志性的物理全键盘以及3:2比例的4.5英寸显示屏。不过在许多设计上，KEY2似乎变得更为成熟。</p>,<p><img src=""//img.ithome.com/images/v2/t.png"" w=""600"" h=""397"" class=""lazy"" title=""守护物理键盘最后的荣光要花多少钱？黑莓KEY2说要3999元"" data-original=""https://img.ithome.com/newsuploadfiles/2018/6/20180608142010_2258.jpg"" width=""600"" height=""397""></p>,<p>首先，黑莓KEY2缩小了屏幕以及全键盘四周的边框厚度，这使得KEY2没有了上一代的笨重感，即便缺少全面屏加持，也显得更为现代。此外，黑莓KEY2进一步改进了QWERTY全键盘的使用体验，KEY2的键盘高度由上一代的5.3mm增加到了6.475mm，单个按键的面积也增加20%，这意味着用户在输入时将会获得更舒适的按压反馈。KEY2也保留了KEYone的指纹识别按钮，它与空格键合二为一。</p>,<p><img src=""//img.ithome.com/images/v2/t.png"" w=""600"" h=""397"" class=""lazy"" title=""守护物理键盘最后的荣光要花多少钱？黑莓KEY2说要3999元"" data-original=""https://img.ithome.com/newsuploadfiles/2018/6/20180608142010_1944.jpg"" width=""600"" height=""397""></p>,<p>和上一代相比，黑莓KEY2还带来了一个新功能，在全键盘中黑莓增加了一颗“魔法键”，用户可以将它看做是快速启动按键，通过“魔法键”与其他字母按键组合，用户可以快速唤醒任意应用。举个例子来说，用户可以将微信设置在W键上，在任何状态下只需要按下魔法键+W就能快速启动微信。</p>,<p><img src=""//img.ithome.com/images/v2/t.png"" w=""600"" h=""394"" class=""lazy"" title=""守护物理键盘最后的荣光要花多少钱？黑莓KEY2说要3999元"" data-original=""https://img.ithome.com/newsuploadfiles/2018/6/20180608142011_8844.jpg"" width=""600"" height=""394""></p>,<p>TCL将黑莓KEY2称为“有史以来最为先进的黑莓智能手机”，但它在核心配置上似乎仍然没有达到主流旗舰的水准：KEY2采用了一块3:2比例1620x’1080分辨率显示屏；高通骁龙660处理器配合6GB运行内存；官方提供64GB以及128GB两种储存版本；3500mAh容量电池支持QuickCharge3.0快速充电；双卡双待全网通；运行Android O系统。</p>,<p>黑莓KEY2搭载有双摄像头模组，它采用了目前流行的广角+长焦的组合，两颗1200万像素摄像头分别拥有f/1.8和f/2.6光圈，支持Dual PD快速对焦技术，能实现2X无损变焦效果，并支持拍摄4K30fps视频。</p>,<p><img src=""//img.ithome.com/images/v2/t.png"" w=""600"" h=""400"" class=""lazy"" title=""守护物理键盘最后的荣光要花多少钱？黑莓KEY2说要3999元"" data-original=""https://img.ithome.com/newsuploadfiles/2018/6/20180608142011_1100.jpg"" width=""600"" height=""400""></p>,<p>6月12日开始，黑莓KEY2将正式在国内开始销售，64GB基础版售价3999元，官方将提供黑色和银色两种不同的配色；而128GB高配版售价128GB版本售价4499元，仅提供黑色版本。</p>,<p><img src=""//img.ithome.com/images/v2/t.png"" w=""600"" h=""400"" class=""lazy"" title=""守护物理键盘最后的荣光要花多少钱？黑莓KEY2说要3999元"" data-original=""https://img.ithome.com/newsuploadfiles/2018/6/20180608142011_1571.jpg"" width=""600"" height=""400""></p>,<p><strong>黑莓KEY2京东预售：</strong><a class=""bl"" href=""https://union-click.jd.com/jdc?e=&amp;p=AyIHZRtZFgMXBVUcUhMyFAJXHVkcAyJDCkMFSjJLQhBaGR4cDF8QTwcKWUcYB0UHCwQXBVMZUhQdS0IJRmteAW9mDmIGTGFVBFJ5JlVibGBQYQBTDh5pVhpbHB4TAEkaUgQCEQxUHVAQCiIEVxxZEgQXBlUrWBcFEAFRHlgSMiIHVCsZe1lHaVMbDx0FFAFWTAlGUho3VRhcEQAXD1QTUyUCFgRcHlkUCxUPVh1cJQUiWxdJGlcyIjdlK2sVMhE=&amp;t=W1dCFFlQCxxKQgFHRE5XDVULR0UTBxABVxJaCltXWwg="" target=""_blank"" data-wapurl=""https://union-click.jd.com/jdc?e=&amp;p=AyIHZRtZFgMXBVUcUhMyFAJXHVkcAyJDCkMFSjJLQhBaGR4cDF8QTwcKXg1cAAQJS14MRhZFDlFQVxlTHlkTABsGSkIeSV8ifg1vJkJ0SV41AQdCUW4GAGMkV3VJQVkXNRYDEg5JGlwJAxsWVRhQFAQZAl0rWRQCFw5VGlMcMhEFUhldEQcRAGUrWxQyUGkOTjUTAkYPUh1dFlVAVAUTaxUBFQNXGl0SBBM3VR9YHAcQBlwcUxcBGjdSKwdXUFNFZStrJTIiB2UY&amp;t=W1dCFFlQCxxKQgFHREkdSVJKSQVJHFNEC04fR0cMAVAZXRcLExgMXgdI"" data-iosurl=""https://union-click.jd.com/jdc?e=&amp;p=AyIBZRtZFgMXBVUcUhMyFAJXHVkcAyJDCkMFSjJLQhBaGR4cDF8QTwcKXg1cAAQJS14MRhZFDlFQVxlTHlkTABsGSkIeSV8iZihiE1UYdgcwQgtKRkVRJUAhFUMXZ1kXNRYDEg5JGlwJAxsWVRhQFAQZAl0rXhQKGgJSG1wWMhEFUhldEQcRAGUrWxAyUGkOTjUTAkYPUh1dFlVAVAUTaxUBFQNXH1sUCho3VR9YHAcQBlwcUxcFEDdSKwdXUFNFZStrJTIiBmUb&amp;t=W1dCFFlQCxxKQgFHREkdSVJKSQVJHFNEC04fR0cMAVAZXRcLExgMXgdI"" data-androidurl=""https://union-click.jd.com/jdc?e=&amp;p=AyIBZRtZFgMXBVUcUhMyFAJXHVkcAyJDCkMFSjJLQhBaGR4cDF8QTwcKXg1cAAQJS14MRhZFDlFQVxlTHlkTABsGSkIeSV8iHR5jJFBySUM3HgtifElAAE8nTwFVUVkXNRYDEg5JGlwJAxsWVRhQFAQZAl0rXhQLGg5QGloRMhEFUhldEQcRAGUrWxAyUGkOTjUTAkYPUh1dFlVAVAUTaxUBFQNXHlMVAhY3VR9YHAcQBlwcUxcEFDdSKwdXUFNFZStrJTIiBmUb&amp;t=W1dCFFlQCxxKQgFHREkdSVJKSQVJHFNEC04fR0cMAVAZXRcLExgMXgdI"" data-uwpurl=""https://union-click.jd.com/jdc?e=&amp;p=AyIBZRtZFgMXBVUcUhMyFAJXHVkcAyJDCkMFSjJLQhBaGR4cDF8QTwcKXg1cAAQJS14MRhZFDlFQVxlTHlkTABsGSkIeSV8iQSFfOxF7GwY1QSFtXBpDER4bVEYMd1kXNRYDEg5JGlwJAxsWVRhQFAQZAl0rXhQLGg5QGloRMhEFUhldEQcRAGUrWxAyUGkOTjUTAkYPUh1dFlVAVAUTaxUBFQNXGl4TBBY3VR9YHAcQBlwcUxADFDdSKwdXUFNFZStrJTIiBmUb&amp;t=W1dCFFlQCxxKQgFHREkdSVJKSQVJHFNEC04fR0cMAVAZXRcLExgMXgdI"" data-jdid=""7437380"">点此购买</a></p>",守护物理键盘最后的荣光要花多少钱？黑莓KEY2说要3999元
"<p><a class=""s_tag"" href=""https://www.ithome.com/"" target=""_blank"">IT之家</a>6月8日消息 斐讯今日晚间19：30将在三亚举办“智型致美领潮未来——2018新品夏季发布会”，届时IT之家也将会带来本次活动的<strong>有奖直播</strong>，敬请关注，<a href=""https://live.ithome.com/item/362551.htm"" target=""_blank"">点此前往直播地址</a>。</p>,<p>现在，新品斐讯智能体脂秤S9代言人揭晓——陈伟霆，“精准内在，精致外在”；斐讯智能体脂秤S9为S7升级换代产品，精准测量23项身体指标。</p>,<p><img src=""//img.ithome.com/images/v2/t.png"" w=""480"" h=""600"" class=""lazy"" title=""斐讯6月8日新品发布会：斐讯智能体脂秤S9代言人——陈伟霆"" data-original=""https://img.ithome.com/newsuploadfiles/2018/6/20180608_142806_895.jpg"" width=""480"" height=""600""></p>,<p>▲斐讯智能体脂秤S9代言人：陈伟霆</p>,<p><strong>智型致美 领潮未来——2018斐讯新品夏季发布会</strong></p>,<p>时间：6月8日19:30</p>,<p>地点：三亚市海棠湾亚特兰蒂斯酒店</p>,<p>斐讯家族再添新成员，核心科技，享你所想。斐讯智能路由器K2T颜值与功能并存；斐讯智能运动手环W3七色更潮美；斐讯智能体脂秤S9精准测量23项身体指标。2018斐讯新品夏季发布会直播，斐讯智能体脂秤S9代言人全能艺人陈伟霆亲临，更有新品大奖等你来赢。</p>",斐讯6月8日新品发布会：斐讯智能体脂秤S9代言人——陈伟霆
"<p><a class=""s_tag"" href=""https://www.ithome.com/"" target=""_blank"">IT之家</a>6月8日消息 北京时间今日中午12时30分左右，部分网友在使用手机QQ空间的时候，发现了QQ空间官方账号“官方Qzone”发布的一条动态，其内容显得有些不可描述。<br></p>,<p>该动态的正文部分是看似正常的腾讯微视广告，推荐了微视的“红人计划”。然而问题在于，这条动态下方附带了大量名称不可描述的链接。</p>,<p><img src=""//img.ithome.com/images/v2/t.png"" class=""lazy"" title=""QQ空间官方账号发布“微视”小电影广告，腾讯回应：被黑产利用漏洞盗号"" data-original=""https://img.ithome.com/newsuploadfiles/2018/6/20180608142512_1276.jpg@wm_1,k_aW1nL3FkLnBuZw==,y_20,o_100,x_20,g_3|wm_1,k_aW1nL3F3LnBuZw==,y_20,o_100,x_20,g_3""></p>,<p>这条动态引起了不少网友惊叹。不过很快腾讯就对此次事件做出了回应。今日下午，“官方Qzone”再次发布了一条动态，表示该问题是因黑产利用了业务漏洞盗号所致。同时官方对此表示了歉意，并称该问题已经被修复。</p>,<p><img src=""//img.ithome.com/images/v2/t.png"" class=""lazy"" title=""QQ空间官方账号发布“微视”小电影广告，腾讯回应：被黑产利用漏洞盗号"" data-original=""https://img.ithome.com/newsuploadfiles/2018/6/20180608142431_2321.jpg@wm_1,k_aW1nL3FkLnBuZw==,y_20,o_100,x_20,g_7""></p>",QQ空间官方账号发布“微视”小电影广告，腾讯回应：被黑产利用漏洞盗号
